age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,CLASS
37,0,2,1,0,781,0,0,0,20,1,75,1,-1,0,3,0
60,2,1,0,0,0,0,0,1,23,5,40,1,-1,0,3,0
40,9,1,1,0,1819,0,0,0,5,6,398,2,-1,0,3,0
50,4,1,2,0,4374,1,0,0,21,9,163,2,113,3,0,0
34,2,1,1,0,456,1,1,0,28,1,137,8,-1,0,3,0
32,9,1,1,0,253,1,0,2,4,6,257,3,-1,0,3,0
36,7,2,1,0,774,1,0,0,3,3,231,2,259,1,0,0
32,0,2,2,0,-59,0,1,2,4,5,192,1,-1,0,3,0
40,7,0,1,0,-81,0,1,0,23,5,186,1,-1,0,3,0
37,1,1,0,0,0,1,0,0,6,8,226,1,363,3,1,0
57,4,1,2,0,0,1,0,0,21,9,67,1,-1,0,3,0
46,4,1,2,0,-3,0,0,0,28,1,205,2,-1,0,3,0
31,1,2,0,0,2488,1,0,0,20,0,14,1,-1,0,3,0
39,9,0,2,1,3,0,0,0,6,8,488,1,-1,0,3,1
35,4,1,1,0,839,1,0,2,23,8,50,3,-1,0,3,0
32,1,1,0,0,103,0,0,0,23,5,312,1,-1,0,3,0
44,9,0,1,0,316,1,0,0,21,5,163,3,-1,0,3,0
41,9,2,1,0,1680,1,0,2,2,6,76,2,-1,0,3,0
59,5,0,0,0,7179,0,0,0,5,3,150,1,-1,0,3,0
39,7,1,1,0,247,1,0,0,17,0,244,2,-1,0,3,0
54,4,1,2,0,8295,0,0,0,5,6,207,1,-1,0,3,1
27,7,2,1,0,261,1,1,0,18,8,113,1,-1,0,3,0
51,6,1,1,0,95,1,0,0,23,5,1309,4,-1,0,3,1
33,9,2,1,0,291,0,0,0,25,1,72,6,-1,0,3,0
38,1,1,0,0,2240,1,0,0,19,9,551,1,183,1,0,0
52,2,1,2,0,0,0,0,2,19,6,163,3,-1,0,3,0
54,4,0,2,0,1295,1,0,0,21,5,179,10,-1,0,3,0
33,1,1,0,0,324,1,0,0,13,8,217,2,-1,0,3,0
50,9,1,1,0,669,1,0,2,2,6,88,1,-1,0,3,0
39,1,2,1,0,4143,1,1,2,2,6,21,1,-1,0,3,0
34,4,2,2,0,2646,0,0,0,14,0,142,1,-1,0,3,1
41,9,2,1,0,618,0,0,0,5,3,1056,1,-1,0,3,0
48,4,0,2,0,541,1,0,0,14,8,72,1,363,2,1,0
38,7,1,1,0,434,1,0,2,20,8,411,1,-1,0,3,0
34,1,1,1,0,622,1,0,2,21,8,145,1,-1,0,3,0
32,1,1,1,0,0,1,0,0,8,8,80,2,-1,0,3,0
48,4,1,1,0,99,1,0,2,28,8,344,1,-1,0,3,0
28,7,2,1,0,290,1,0,0,18,8,128,1,-1,0,3,0
47,1,1,1,0,1230,1,0,0,30,0,412,1,169,1,2,1
32,0,2,1,0,45,1,1,0,14,8,908,3,344,7,1,0
32,0,1,1,0,923,1,0,0,17,0,819,4,-1,0,3,0
38,4,1,2,0,950,0,0,0,5,1,210,2,-1,0,3,0
86,5,1,1,0,1503,0,0,1,18,7,165,3,101,1,1,0
47,9,1,1,0,65,0,0,0,28,1,118,8,-1,0,3,0
42,4,1,0,0,-679,1,1,0,6,8,159,1,343,2,0,0
44,4,1,2,0,773,0,1,0,9,5,618,1,-1,0,3,0
25,8,2,3,0,10788,0,0,0,23,2,102,2,210,2,1,0
34,7,0,1,0,991,1,0,0,6,8,89,1,344,1,0,0
34,0,1,1,0,247,0,0,0,8,10,401,2,-1,0,3,1
53,1,1,0,0,4143,0,0,0,15,5,200,3,-1,0,3,0
42,1,1,3,0,-406,1,0,0,30,5,152,5,-1,0,3,0
30,1,2,1,0,180,0,0,0,14,5,203,1,183,2,0,0
26,1,2,0,0,-887,1,0,0,18,8,827,2,-1,0,3,1
40,7,1,1,0,4157,1,0,2,15,8,735,1,-1,0,3,0
34,9,2,1,0,1386,1,1,2,28,8,185,6,-1,0,3,0
34,7,1,1,0,2211,0,0,2,8,8,149,1,-1,0,3,0
40,4,1,2,0,-495,0,1,0,29,5,303,2,-1,0,3,0
36,4,1,2,0,27359,1,0,2,3,6,71,2,-1,0,3,0
34,9,2,1,0,440,1,0,0,6,8,445,2,345,2,0,0
32,1,2,1,0,135,1,0,0,18,8,232,2,-1,0,3,0
39,9,1,1,0,-735,1,0,0,30,4,144,5,248,2,0,0
36,9,1,2,0,60,0,0,0,19,1,209,2,-1,0,3,0
39,9,0,1,0,902,1,0,0,10,3,691,2,180,5,0,1
33,4,1,3,0,18347,1,0,2,23,8,415,1,-1,0,3,0
34,1,2,1,0,-72,1,0,0,7,5,273,5,-1,0,3,0
42,4,1,2,0,1205,0,0,1,8,11,376,2,-1,0,3,1
46,9,1,1,0,499,1,0,0,31,5,37,10,-1,0,3,0
32,4,2,2,0,656,1,1,0,20,0,148,2,-1,0,3,0
27,7,1,1,0,100,0,0,0,16,5,57,2,-1,0,3,0
35,9,0,1,0,69,1,0,2,8,8,461,3,-1,0,3,0
53,9,1,3,0,619,0,0,2,17,6,198,6,-1,0,3,0
29,7,2,1,0,192,0,0,0,30,4,327,4,-1,0,3,0
35,4,2,2,0,0,0,0,0,29,1,669,6,-1,0,3,0
49,4,1,2,0,87,0,0,0,29,4,165,1,-1,0,3,0
58,4,1,2,0,3228,0,0,0,19,1,58,2,-1,0,3,0
40,4,2,2,0,1361,0,0,0,29,4,1473,1,-1,0,3,1
19,8,2,3,0,0,0,0,0,11,3,123,3,-1,0,3,0
30,8,2,2,0,34,1,0,2,6,8,289,1,-1,0,3,0
34,9,2,1,0,318,0,1,0,25,5,239,5,-1,0,3,0
60,5,1,1,0,197,0,0,0,7,10,1386,1,-1,0,3,0
28,8,2,2,0,0,0,0,0,28,11,294,2,105,7,1,1
46,4,1,2,0,273,1,0,0,18,7,910,2,184,4,2,1
49,1,0,0,0,15,1,0,2,27,8,550,7,-1,0,3,0
59,4,0,2,0,7813,1,0,0,21,9,75,1,-1,0,3,0
44,9,2,1,0,-27,1,1,2,14,8,100,3,-1,0,3,0
33,9,1,2,0,75,0,0,0,21,5,204,4,-1,0,3,0
54,5,1,1,0,1139,1,0,0,14,8,155,1,177,7,0,0
26,1,1,1,0,115,1,0,2,4,5,46,3,-1,0,3,0
54,1,1,1,0,0,0,0,1,16,0,1366,1,150,1,0,0
48,3,1,0,0,7195,0,0,0,21,9,609,2,-1,0,3,1
30,7,2,2,0,-477,0,1,0,21,1,1532,2,-1,0,3,1
29,4,2,2,0,1026,0,0,0,12,9,226,1,92,1,1,1
51,2,1,2,0,3921,1,0,0,5,8,168,1,-1,0,3,0
53,10,1,0,0,980,1,0,0,3,2,352,1,-1,0,3,1
43,1,1,1,0,-179,1,0,0,30,5,335,6,-1,0,3,0
34,0,1,2,0,2552,1,1,0,25,11,74,1,-1,0,3,0
40,2,1,2,0,1729,1,0,0,12,8,85,1,-1,0,3,0
43,9,1,1,0,434,1,0,2,5,8,117,1,-1,0,3,0
33,0,2,1,0,-300,1,1,0,25,5,184,1,-1,0,3,0
66,5,1,1,0,4785,0,0,0,13,1,72,3,-1,0,3,0
44,9,0,1,0,-329,1,0,2,7,8,171,1,-1,0,3,0
33,7,1,1,0,0,1,0,1,22,5,44,8,-1,0,3,0
31,9,2,1,0,391,0,0,0,13,1,336,2,-1,0,3,0
71,5,1,0,0,4657,0,0,0,16,3,93,5,-1,0,3,1
22,8,2,0,0,3472,0,0,0,20,10,332,1,183,3,0,1
46,10,2,2,0,705,0,0,0,4,3,398,1,-1,0,3,0
32,7,1,1,0,255,1,1,2,21,8,86,2,-1,0,3,0
45,1,1,1,0,4365,0,1,0,9,3,45,2,-1,0,3,0
32,4,1,1,0,350,1,0,2,28,8,110,2,-1,0,3,0
49,1,1,0,0,474,1,1,1,9,3,152,3,221,1,0,0
27,9,2,1,0,489,1,0,0,30,5,356,4,-1,0,3,1
46,2,1,1,0,757,0,0,2,16,6,382,3,-1,0,3,0
37,4,2,2,0,695,0,0,0,28,4,233,1,-1,0,3,0
30,10,2,1,1,-770,1,0,2,28,8,87,1,-1,0,3,0
44,6,0,1,0,80,1,1,2,14,8,387,2,-1,0,3,0
45,9,1,1,0,315,1,0,0,30,6,103,1,-1,0,3,0
27,8,2,1,0,213,0,0,0,27,7,378,1,-1,0,3,1
57,3,1,0,0,0,0,0,2,9,6,257,2,-1,0,3,0
66,4,1,2,0,2169,0,0,0,7,5,282,1,-1,0,3,0
40,0,0,1,0,212,0,0,2,7,4,176,1,-1,0,3,0
48,1,1,1,0,333,1,0,0,14,8,24,6,-1,0,3,0
33,1,2,1,0,4404,1,0,0,20,9,766,3,-1,0,3,0
42,7,0,1,0,257,1,0,0,12,8,955,2,-1,0,3,1
47,10,1,1,0,3188,1,0,0,3,3,426,3,-1,0,3,0
27,9,2,2,0,3083,1,0,2,29,8,244,2,-1,0,3,0
78,5,1,2,0,226,0,0,1,6,9,136,1,-1,0,3,0
50,7,1,0,0,1260,0,0,0,18,9,172,1,-1,0,3,0
46,2,2,2,0,1410,1,0,0,19,9,93,1,189,8,0,0
41,0,0,1,0,6046,1,1,1,15,7,300,6,182,2,2,1
36,0,2,2,0,980,0,0,0,11,9,118,4,104,7,0,0
49,5,1,0,0,-37,0,0,2,4,5,191,2,-1,0,3,0
46,4,0,2,0,-154,1,1,2,27,8,107,2,-1,0,3,0
77,5,1,0,0,680,0,0,1,24,3,513,2,89,7,0,0
30,9,2,2,0,799,1,1,2,6,6,91,18,-1,0,3,0
43,4,2,1,1,-1164,1,1,0,18,5,76,4,-1,0,3,0
44,1,1,1,0,2523,1,0,2,29,8,1236,2,-1,0,3,0
40,1,1,0,0,98,1,0,2,2,6,193,5,-1,0,3,0
38,1,1,0,0,3419,1,0,2,20,6,324,5,-1,0,3,0
25,10,2,2,0,343,0,0,0,1,6,377,1,-1,0,3,1
49,4,1,2,0,852,1,0,0,20,9,408,1,-1,0,3,0
33,1,1,0,0,50,1,0,0,7,8,246,2,-1,0,3,0
40,4,2,2,0,0,0,0,0,26,1,58,7,-1,0,3,0
44,1,1,0,0,10,1,0,0,17,5,196,1,-1,0,3,0
32,1,1,1,0,950,1,1,0,20,0,219,4,-1,0,3,0
52,4,1,2,0,0,1,0,0,9,5,197,1,-1,0,3,0
35,4,1,2,0,175,1,0,0,7,1,257,2,-1,0,3,0
35,9,1,1,0,-259,1,0,0,29,4,381,1,247,2,0,0
32,4,1,1,0,6217,1,1,2,21,8,486,2,-1,0,3,0
42,9,1,1,0,-1310,1,1,2,28,8,162,1,-1,0,3,0
59,1,1,3,0,139,0,0,2,5,6,153,1,-1,0,3,0
44,9,2,1,0,7138,0,0,0,8,1,809,2,-1,0,3,1
50,0,0,1,0,1111,1,0,0,17,0,50,1,-1,0,3,0
27,1,2,1,0,113,0,0,0,22,5,39,17,-1,0,3,0
55,4,0,2,0,-612,0,0,0,26,1,131,2,-1,0,3,0
54,1,1,3,0,310,1,0,1,28,4,526,4,258,3,1,0
31,10,2,1,0,-186,1,0,2,26,8,172,3,-1,0,3,0
56,0,1,3,0,2038,0,0,0,8,3,405,1,305,1,2,0
51,6,1,2,0,833,0,0,0,31,5,77,3,-1,0,3,0
61,1,1,0,0,625,1,0,2,19,8,158,2,-1,0,3,0
34,9,2,1,0,105,1,0,0,7,8,146,2,171,3,0,0
56,1,1,0,0,551,0,0,2,29,8,27,1,-1,0,3,0
29,8,2,3,0,145,0,0,0,14,1,105,1,-1,0,3,0
34,4,2,2,0,618,1,0,2,3,6,119,4,-1,0,3,0
35,7,2,1,0,1063,1,1,0,16,0,327,1,-1,0,3,0
56,0,0,1,0,985,0,1,0,18,1,150,2,-1,0,3,0
45,1,1,1,0,2926,1,1,0,19,9,482,3,120,2,0,0
31,0,2,1,0,-449,1,0,2,28,8,81,2,-1,0,3,0
37,2,0,2,0,66,0,0,0,18,9,1164,2,-1,0,3,1
43,0,1,1,0,0,1,0,0,17,5,674,3,-1,0,3,0
40,4,1,3,0,419,1,0,0,10,5,347,1,-1,0,3,0
44,4,1,0,0,4758,1,0,0,22,5,712,6,-1,0,3,1
38,0,2,1,0,-23,0,0,0,20,9,48,2,-1,0,3,0
58,4,0,2,0,1573,1,1,0,17,9,279,1,-1,0,3,0
24,1,2,1,0,77,1,0,2,16,8,236,2,-1,0,3,0
53,7,1,1,0,1378,1,0,0,18,5,91,2,-1,0,3,0
36,1,1,1,0,-73,1,1,0,18,8,15,8,-1,0,3,0
28,1,1,0,0,60,1,0,0,6,8,161,1,337,1,0,0
45,1,1,0,0,137,1,1,2,16,8,187,19,-1,0,3,0
32,0,2,2,0,1583,1,0,0,19,9,100,1,182,1,0,0
46,0,1,1,0,-121,1,1,0,8,5,214,4,-1,0,3,0
28,1,2,1,0,1065,1,1,0,17,0,406,1,317,1,0,0
51,10,1,1,0,-13,1,0,0,13,8,361,1,364,1,0,0
51,1,1,0,0,1869,0,0,2,17,6,30,3,-1,0,3,0
30,9,2,1,0,4787,1,0,2,4,6,99,2,-1,0,3,0
39,9,1,1,1,-183,1,0,2,14,8,202,2,-1,0,3,0
28,1,1,0,0,702,1,0,2,26,6,318,2,-1,0,3,0
31,4,2,2,0,1494,0,0,0,13,1,275,12,-1,0,3,0
31,1,1,0,0,0,1,1,2,12,8,59,4,-1,0,3,0
38,4,1,2,0,46,0,0,0,29,1,70,4,-1,0,3,0
31,1,2,1,0,609,1,0,0,14,0,1126,1,335,1,0,0
74,5,0,1,0,4079,0,0,0,19,10,343,3,-1,0,3,1
40,4,2,2,0,0,1,0,0,23,3,228,2,182,6,0,1
43,9,1,1,0,7876,1,0,0,11,1,209,2,-1,0,3,0
34,9,2,2,0,925,1,0,0,13,0,709,1,-1,0,3,1
54,4,0,2,0,7010,0,0,0,11,7,275,2,-1,0,3,0
51,1,1,0,0,42,1,0,0,12,8,51,2,342,3,0,0
33,1,1,1,0,285,0,1,2,3,5,267,1,-1,0,3,0
41,9,1,2,0,0,0,0,2,20,6,95,1,-1,0,3,0
33,4,2,2,0,3170,0,0,0,28,10,246,2,-1,0,3,0
48,0,1,1,0,8,0,1,0,7,5,46,1,-1,0,3,0
42,6,0,2,0,216,1,0,0,8,8,144,3,-1,0,3,0
35,4,2,2,0,2975,0,0,0,8,1,249,2,-1,0,3,0
25,0,1,1,0,894,1,0,2,28,8,328,1,-1,0,3,0
38,1,2,0,0,490,1,1,2,25,1,17,1,-1,0,3,0
45,2,1,1,0,245,1,0,2,14,8,126,3,-1,0,3,0
59,4,0,2,0,0,1,0,0,31,5,52,8,-1,0,3,0
47,4,1,3,0,150,0,0,2,9,6,52,1,-1,0,3,0
33,4,1,2,0,4,1,0,0,16,5,285,5,-1,0,3,0
59,4,1,0,0,1727,0,0,1,25,8,500,4,358,2,0,1
41,1,0,0,0,664,0,1,0,15,5,955,5,-1,0,3,1
42,9,1,1,0,473,1,0,0,7,5,216,5,-1,0,3,0
51,9,0,2,0,0,0,0,0,28,1,84,7,-1,0,3,0
45,4,1,2,0,-192,1,0,0,6,8,138,3,-1,0,3,0
30,4,1,2,0,1942,1,1,0,21,9,436,2,178,3,1,1
33,1,2,1,0,5137,1,0,0,6,8,123,1,-1,0,3,0
43,4,1,2,0,13044,0,0,0,18,1,36,4,-1,0,3,0
37,1,1,1,0,1053,0,0,2,16,6,405,3,-1,0,3,0
73,5,1,0,0,154,0,0,0,15,10,103,1,-1,0,3,0
43,1,1,1,0,625,1,0,2,30,11,175,1,-1,0,3,0
52,10,1,0,0,255,0,1,0,10,5,374,3,-1,0,3,0
44,4,1,2,0,529,1,0,2,4,6,129,4,-1,0,3,0
56,4,1,2,0,318,0,1,1,9,5,246,3,-1,0,3,0
21,7,2,1,0,1903,1,0,2,29,8,107,2,-1,0,3,0
43,11,1,2,0,1937,0,0,2,19,6,385,1,-1,0,3,0
54,4,1,0,0,3859,0,1,0,20,9,104,3,-1,0,3,0
59,9,1,0,0,4198,0,0,0,14,4,309,1,91,10,2,1
52,1,1,0,0,230,1,0,0,6,8,198,2,170,2,0,0
31,0,2,1,0,747,1,0,2,26,8,543,2,-1,0,3,1
53,0,1,1,0,263,0,1,0,18,5,143,7,-1,0,3,0
24,9,2,1,0,-46,1,0,2,19,8,23,1,-1,0,3,0
57,5,1,1,0,0,0,1,2,30,6,104,2,-1,0,3,0
48,9,1,1,0,568,1,0,0,2,11,378,2,386,1,2,1
57,9,1,1,0,1469,1,0,0,17,9,364,1,-1,0,3,0
51,9,1,1,0,18,0,1,0,25,5,363,6,-1,0,3,0
50,4,0,2,0,201,1,0,0,24,5,248,1,-1,0,3,0
34,1,1,1,0,1412,1,1,2,27,8,157,2,-1,0,3,0
43,1,1,0,0,-93,1,0,2,26,8,402,2,-1,0,3,0
31,7,1,1,0,-331,1,0,2,23,8,203,5,-1,0,3,0
29,1,1,3,0,486,1,0,0,6,8,422,1,363,1,0,0
39,1,1,0,0,694,1,0,0,21,9,44,1,-1,0,3,0
36,4,2,2,0,2806,1,0,2,30,8,358,4,-1,0,3,0
38,10,2,2,0,0,0,0,0,6,3,39,2,-1,0,3,0
56,4,0,2,0,2959,1,0,1,18,8,325,1,-1,0,3,0
41,3,0,0,0,22,1,0,0,18,9,238,3,126,4,1,0
47,9,1,1,0,1167,1,0,0,30,0,968,1,87,5,0,1
38,4,2,2,0,35,1,0,0,17,0,156,1,273,3,0,0
80,5,1,1,0,8304,0,0,1,6,0,681,1,118,11,2,0
37,7,1,1,0,4760,1,0,0,20,9,187,2,-1,0,3,0
44,4,2,2,0,-1313,1,1,0,15,8,104,10,-1,0,3,0
33,1,2,1,0,697,0,0,0,6,3,860,2,-1,0,3,1
53,9,1,1,0,230,0,1,0,13,1,112,2,-1,0,3,0
69,5,1,2,0,473,0,0,0,7,5,112,1,78,1,0,0
46,9,1,1,0,1427,1,0,2,14,8,32,3,-1,0,3,0
30,4,2,2,0,201,1,0,0,17,7,325,2,-1,0,3,1
31,6,2,1,0,1086,0,0,0,20,9,410,1,-1,0,3,0
38,4,0,2,0,4335,1,0,0,20,9,640,1,-1,0,3,0
34,7,0,1,0,44,0,0,2,9,6,118,1,-1,0,3,0
48,11,1,3,0,286,0,0,0,30,5,166,2,-1,0,3,0
46,1,0,0,0,216,0,0,0,2,3,173,1,-1,0,3,0
42,0,1,1,0,214,1,0,2,28,8,21,24,-1,0,3,0
41,1,1,1,0,343,1,0,2,14,8,89,7,-1,0,3,0
33,1,1,1,0,-77,1,0,0,28,5,151,3,-1,0,3,0
39,1,1,0,0,1046,0,0,2,19,6,112,4,-1,0,3,0
27,8,2,1,0,1566,0,0,0,30,4,164,5,-1,0,3,0
26,4,2,2,0,592,0,0,1,29,4,145,2,164,1,1,0
38,4,2,2,0,104,1,0,0,6,8,606,3,-1,0,3,1
48,1,1,1,0,0,1,0,2,26,8,105,1,-1,0,3,0
54,7,1,1,0,-22,0,1,0,9,5,85,1,-1,0,3,0
51,7,1,1,0,0,0,0,0,18,5,439,3,-1,0,3,0
47,9,1,1,0,72,0,0,2,29,8,278,1,-1,0,3,0
53,9,1,1,0,100,0,0,0,13,1,205,4,-1,0,3,0
35,1,1,0,0,319,1,0,0,16,5,221,1,-1,0,3,0
58,4,1,2,0,9339,1,0,1,18,9,52,3,172,3,1,0
52,4,0,2,0,50,1,0,2,12,6,84,3,-1,0,3,0
57,5,1,1,1,32,1,0,0,15,8,476,3,-1,0,3,0
52,4,1,2,0,6922,0,0,0,20,9,371,1,-1,0,3,0
35,4,2,2,0,633,1,0,0,17,0,128,3,-1,0,3,0
48,9,1,1,0,4265,1,0,2,13,8,220,2,-1,0,3,0
46,2,1,2,0,2262,0,0,1,14,5,44,14,-1,0,3,0
39,7,1,1,0,1970,1,0,2,8,6,30,1,404,2,2,0
38,6,0,2,0,1513,0,0,0,7,8,330,1,342,1,0,0
34,2,1,1,0,4659,1,0,2,30,1,28,1,-1,0,3,0
47,2,1,0,0,668,0,0,0,12,8,908,1,-1,0,3,0
35,4,0,2,0,649,0,0,0,16,0,177,1,-1,0,3,0
46,1,0,0,0,452,1,0,2,9,8,113,4,-1,0,3,0
27,0,2,1,0,-145,1,0,1,15,8,289,8,-1,0,3,0
31,1,1,1,0,-498,1,0,0,21,5,357,1,-1,0,3,0
31,4,2,2,0,0,0,0,0,28,1,38,16,-1,0,3,0
46,0,1,1,0,22,1,0,0,7,1,414,4,-1,0,3,0
31,0,1,1,0,2304,1,0,0,20,9,257,2,-1,0,3,0
33,4,1,2,0,1412,1,0,2,19,1,480,1,-1,0,3,1
42,3,1,0,0,145,0,0,0,20,1,252,2,-1,0,3,0
33,4,2,0,0,4897,1,0,2,20,8,151,1,-1,0,3,0
40,3,1,0,0,1832,0,0,0,6,3,213,4,-1,0,3,0
51,1,1,0,0,3726,0,1,0,27,1,119,12,-1,0,3,0
31,10,1,2,0,591,0,0,0,21,9,161,2,-1,0,3,0
62,5,0,2,0,0,0,0,0,13,9,227,2,-1,0,3,1
24,8,2,1,0,508,1,0,1,18,8,12,3,374,1,1,0
48,10,1,1,0,817,0,0,0,14,4,517,1,282,4,2,1
41,9,0,1,0,348,1,0,0,7,8,225,2,275,2,0,0
43,4,1,2,0,291,1,0,2,9,8,150,2,-1,0,3,0
52,9,1,1,0,3554,0,1,0,8,5,89,1,-1,0,3,0
54,1,1,0,0,781,1,0,2,9,8,103,2,-1,0,3,0
32,9,0,2,0,267,0,0,0,26,8,128,1,-1,0,3,0
38,1,1,0,0,1327,1,0,0,20,9,277,1,-1,0,3,0
41,0,1,0,0,-306,1,0,2,15,8,500,1,-1,0,3,1
31,1,2,0,0,864,1,0,1,14,8,113,2,-1,0,3,0
35,3,1,2,0,1265,1,0,0,15,8,326,5,179,4,0,1
26,0,1,1,0,0,0,0,2,27,8,755,1,-1,0,3,0
52,9,1,2,0,214,0,0,0,29,1,161,3,-1,0,3,0
58,5,1,1,0,425,1,1,0,17,9,100,1,-1,0,3,0
57,3,1,2,0,3,0,0,0,4,1,142,2,-1,0,3,0
34,4,1,2,0,0,1,0,2,8,8,214,2,-1,0,3,0
59,1,1,0,0,0,0,0,0,18,9,167,2,-1,0,3,0
27,9,2,1,0,282,0,1,0,9,5,676,5,-1,0,3,0
42,2,1,2,0,0,0,0,0,9,5,236,1,-1,0,3,0
47,3,2,2,0,3727,0,0,2,12,6,993,6,-1,0,3,1
33,1,1,1,0,0,1,1,0,28,5,83,12,-1,0,3,0
31,7,2,1,0,864,1,0,0,6,8,100,1,-1,0,3,0
37,4,1,2,0,4089,1,0,0,2,3,289,2,174,4,1,1
29,1,1,1,0,-478,0,1,0,8,5,528,2,-1,0,3,0
38,10,1,0,0,-363,0,0,2,12,6,340,2,-1,0,3,0
35,6,1,1,0,8883,0,0,0,21,9,33,3,-1,0,3,0
31,9,2,1,0,1970,0,0,1,17,0,284,3,-1,0,3,0
62,4,1,2,0,1859,0,0,1,6,1,245,3,-1,0,3,1
32,9,2,2,0,1059,1,0,0,17,0,115,1,-1,0,3,0
31,7,1,1,0,388,1,0,2,5,8,730,2,-1,0,3,0
51,1,0,0,0,602,1,0,0,11,8,347,1,284,2,0,0
29,7,2,1,0,0,0,0,0,17,5,58,1,-1,0,3,0
43,1,1,0,0,255,1,0,0,17,5,180,1,-1,0,3,0
36,1,1,1,0,63,1,0,2,2,6,56,8,-1,0,3,0
34,6,1,0,0,712,1,0,2,2,6,326,3,-1,0,3,0
29,7,1,1,0,57,1,0,1,21,5,342,9,-1,0,3,0
57,5,1,1,0,523,0,1,0,2,3,49,6,-1,0,3,0
43,4,1,2,0,422,0,0,0,12,1,110,1,-1,0,3,0
33,7,1,1,0,386,0,0,0,12,9,253,1,92,4,0,1
60,4,1,2,0,3387,0,0,0,14,1,636,2,-1,0,3,0
51,9,1,0,0,260,0,0,0,19,1,137,2,-1,0,3,0
40,0,2,1,0,-1,0,0,0,7,5,173,1,-1,0,3,0
51,9,1,1,0,1490,1,0,0,18,5,227,2,-1,0,3,0
38,7,1,1,0,497,1,1,2,19,8,88,5,-1,0,3,0
35,9,1,1,0,1707,1,0,2,2,6,426,3,-1,0,3,0
47,9,1,1,0,826,1,0,1,18,9,195,3,112,8,1,0
45,1,1,0,0,907,0,0,0,18,1,230,8,-1,0,3,0
40,7,1,1,0,1836,1,0,0,12,8,750,2,-1,0,3,1
29,2,2,1,0,404,0,0,0,30,4,413,3,-1,0,3,0
52,4,0,2,0,907,1,0,2,4,6,104,2,-1,0,3,0
26,9,1,1,0,18,1,1,0,5,8,138,1,-1,0,3,0
31,1,2,0,0,-495,1,0,2,29,8,334,2,-1,0,3,0
55,7,1,3,0,1210,1,0,2,30,8,868,1,-1,0,3,0
35,7,1,1,0,819,1,0,1,14,5,102,14,-1,0,3,0
56,4,0,2,0,442,0,0,2,28,8,77,3,-1,0,3,0
28,1,2,1,0,-46,1,0,0,1,11,199,1,92,14,2,1
27,8,2,1,0,671,1,0,2,7,8,332,2,-1,0,3,0
30,9,1,1,0,371,0,0,0,7,1,124,2,-1,0,3,0
51,9,1,2,0,-3,0,0,0,25,1,91,9,-1,0,3,0
33,4,1,1,0,11,1,0,0,4,8,104,3,-1,0,3,0
32,1,2,1,0,33,1,0,0,18,8,125,1,368,4,0,0
43,2,1,1,0,104,1,0,0,18,5,635,3,-1,0,3,1
46,1,1,0,0,174,0,1,0,15,5,90,1,-1,0,3,0
32,4,1,2,0,3107,1,1,0,25,5,310,1,-1,0,3,0
40,7,1,1,0,1438,1,0,0,6,8,207,1,351,2,0,0
39,1,1,1,0,1367,0,0,2,12,6,43,1,-1,0,3,0
51,1,1,0,0,-11,0,0,1,16,5,126,4,-1,0,3,0
46,0,2,1,0,1693,1,0,0,25,4,137,1,97,1,2,0
43,1,1,0,0,778,1,1,2,15,8,284,5,-1,0,3,0
36,9,1,2,0,837,0,0,0,28,1,68,6,-1,0,3,0
48,4,1,2,0,363,0,0,0,18,9,67,1,-1,0,3,0
26,0,2,1,0,236,1,1,0,18,8,8,2,-1,0,3,0
39,0,2,3,0,0,1,0,0,11,8,62,1,-1,0,3,0
47,4,1,2,0,-50,0,1,0,7,5,175,1,-1,0,3,0
23,2,2,0,0,4,1,0,2,13,8,395,2,-1,0,3,1
54,4,0,2,0,26306,1,0,0,11,3,27,1,84,3,0,0
38,0,1,1,0,46,1,1,2,6,8,195,1,-1,0,3,0
33,9,1,1,0,575,0,1,0,4,3,254,2,-1,0,3,0
35,0,0,1,0,148,0,1,0,8,5,199,1,-1,0,3,0
52,7,1,1,0,431,0,0,0,26,1,73,17,-1,0,3,0
25,9,2,2,0,777,1,0,2,14,8,351,1,-1,0,3,0
29,4,1,2,0,199,1,1,2,7,8,1689,4,-1,0,3,1
35,9,2,2,0,3552,0,0,0,21,9,267,1,-1,0,3,0
49,7,1,1,0,47,0,0,2,5,8,234,2,-1,0,3,0
41,0,0,1,0,3823,0,0,0,26,0,234,10,-1,0,3,0
32,4,1,2,0,138,0,0,0,20,1,94,4,-1,0,3,0
29,0,2,1,0,1117,1,0,2,8,8,77,2,-1,0,3,0
28,1,1,1,0,1325,1,0,0,15,8,242,1,-1,0,3,0
59,5,1,1,0,0,0,0,0,18,5,247,4,-1,0,3,0
34,2,1,2,0,4343,0,0,2,9,6,85,4,-1,0,3,0
55,4,0,2,0,1598,0,0,0,22,1,607,4,-1,0,3,0
34,4,1,2,0,3301,1,0,0,17,6,485,2,227,4,0,1
24,8,2,1,0,822,0,0,0,27,10,184,1,91,2,0,1
42,9,0,1,0,-280,1,0,2,26,8,258,1,-1,0,3,0
34,4,2,3,0,1534,1,0,0,16,0,156,1,147,7,1,0
34,0,1,1,0,1671,0,0,2,21,8,160,1,-1,0,3,0
51,6,1,2,0,2007,0,0,2,16,6,1021,1,-1,0,3,0
58,1,1,0,0,0,1,0,0,31,5,5,25,-1,0,3,0
