age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
21,3,75763,15,10,2,11,5,0,0,0,0,40,38,<=50K
58,3,164857,9,13,4,9,1,4,1,0,0,99,38,<=50K
39,3,167777,1,7,2,2,0,4,1,0,0,35,38,<=50K
24,3,198148,15,10,4,7,3,4,1,0,0,30,38,<=50K
31,3,196125,1,7,2,2,0,4,1,0,0,40,38,<=50K
37,3,83880,15,10,4,2,1,4,1,0,0,40,38,<=50K
32,3,168443,12,14,2,3,5,4,0,0,0,40,38,<=50K
56,3,199763,15,10,2,2,0,4,1,0,0,45,38,<=50K
49,3,225124,11,9,0,7,3,2,0,0,0,40,38,<=50K
28,1,146949,11,9,2,5,0,4,1,0,0,40,38,<=50K
34,3,236543,11,9,4,2,3,4,1,0,0,40,38,<=50K
21,3,33831,11,9,4,0,4,4,0,0,0,40,38,<=50K
32,6,127651,11,9,2,10,0,4,1,0,0,40,38,<=50K
24,3,186495,11,9,0,0,1,4,0,0,0,32,38,<=50K
78,3,83511,5,4,2,9,0,4,1,0,0,40,31,<=50K
41,3,247082,11,9,0,3,1,4,1,0,0,50,38,<=50K
20,3,192711,15,10,4,5,3,4,0,0,0,40,38,<=50K
41,5,229148,11,9,4,7,1,2,1,0,0,60,22,<=50K
49,3,334787,11,9,2,7,0,4,1,0,0,40,38,<=50K
27,3,152951,11,9,2,2,0,4,1,0,0,40,38,<=50K
46,4,98929,9,13,2,11,0,4,1,0,0,52,38,<=50K
17,3,400225,1,7,4,11,3,4,0,0,0,20,38,<=50K
39,3,169249,11,9,5,7,2,2,1,0,0,40,38,<=50K
68,3,103161,11,9,6,9,1,4,1,0,0,32,38,<=50K
35,5,233533,9,13,5,2,1,4,1,0,0,65,38,<=50K
24,3,137591,15,10,4,11,3,4,1,0,1762,40,38,<=50K
56,3,76281,9,13,3,9,4,4,0,0,0,40,38,<=50K
35,3,117166,9,13,4,3,1,4,1,0,0,50,38,<=50K
19,3,393712,11,9,4,0,3,4,0,0,0,20,38,<=50K
43,3,173728,9,13,5,9,4,4,0,0,0,40,38,<=50K
52,0,207841,15,10,2,0,0,4,1,0,0,40,38,<=50K
37,3,337778,1,7,0,4,1,4,1,0,0,40,38,<=50K
23,3,215115,9,13,4,0,1,4,0,0,0,40,38,<=50K
47,6,141483,6,5,0,7,1,4,0,0,0,40,38,<=50K
37,3,160920,7,12,2,0,0,4,1,0,0,40,38,<=50K
37,3,175390,11,9,0,6,4,2,0,0,0,40,38,<=50K
19,5,305834,15,10,4,2,3,4,0,0,0,25,38,<=50K
35,3,265954,11,9,5,7,1,2,1,0,0,40,38,<=50K
19,3,42069,11,9,4,13,3,4,1,2176,0,45,38,<=50K
29,1,116751,8,11,0,10,4,4,1,0,0,56,38,<=50K
20,3,166527,15,10,4,0,3,3,0,0,0,20,38,<=50K
40,3,104196,11,9,2,12,0,4,1,0,0,40,38,<=50K
36,3,207853,11,9,0,2,3,4,1,0,0,40,38,<=50K
27,3,377680,8,11,4,11,1,4,1,0,0,50,38,<=50K
38,3,123833,15,10,4,7,1,4,1,0,1408,40,38,<=50K
43,3,118536,11,9,0,6,2,2,1,0,0,40,38,<=50K
48,5,82098,15,10,2,3,0,1,1,0,0,65,38,<=50K
21,3,228395,15,10,4,11,2,2,0,0,0,20,38,<=50K
38,1,287658,12,14,0,9,1,2,1,0,0,40,22,<=50K
23,3,409230,9,13,4,11,1,4,1,0,0,25,38,<=50K
44,3,68748,15,10,2,11,0,4,1,0,0,48,38,<=50K
43,4,34218,15,10,2,3,0,4,1,0,0,40,38,<=50K
60,3,121319,5,4,2,6,0,4,1,3137,0,40,30,<=50K
25,3,186294,11,9,4,0,1,4,0,0,0,50,38,<=50K
31,3,182246,11,9,0,2,1,4,1,0,0,45,38,<=50K
23,3,204209,15,10,4,5,3,4,1,0,0,10,38,<=50K
26,3,33610,11,9,4,2,2,4,1,0,0,60,38,<=50K
33,3,55699,11,9,2,13,0,4,1,3908,0,40,38,<=50K
38,3,224566,8,11,2,5,0,4,1,0,0,50,38,<=50K
31,3,188961,7,12,4,12,3,4,0,0,0,40,38,<=50K
47,3,125120,9,13,0,2,1,4,0,0,0,50,38,<=50K
44,6,59460,11,9,2,7,5,4,0,0,0,15,38,<=50K
35,4,184655,11,9,2,11,0,4,1,0,0,62,38,<=50K
19,3,185097,11,9,4,5,1,4,0,0,0,37,38,<=50K
32,3,311764,0,6,2,3,5,4,0,0,0,35,38,<=50K
18,3,128086,2,8,4,5,3,4,1,0,0,18,38,<=50K
26,3,57512,11,9,4,13,1,4,1,0,0,40,38,<=50K
51,1,33863,12,14,2,9,0,4,1,0,0,45,38,<=50K
34,3,111589,0,6,4,7,4,2,0,0,0,40,22,<=50K
26,3,177147,11,9,4,5,3,4,1,0,0,40,38,<=50K
29,4,138597,7,12,4,9,2,2,0,0,0,40,38,<=50K
62,1,151369,11,9,4,2,1,4,1,0,0,40,38,<=50K
60,3,147473,11,9,2,11,0,4,1,0,0,40,38,<=50K
17,3,232900,1,7,4,5,3,4,1,0,0,25,38,<=50K
20,3,34590,15,10,4,4,3,4,1,0,0,60,38,<=50K
36,3,61178,1,7,2,2,0,4,1,0,0,40,38,<=50K
25,3,371987,9,13,4,3,1,4,0,0,0,40,38,<=50K
45,3,347321,11,9,4,2,1,4,1,0,0,40,38,<=50K
34,1,229531,7,12,2,9,0,4,1,0,0,60,38,<=50K
26,3,159732,11,9,6,13,1,4,1,0,0,40,38,<=50K
32,3,230484,5,4,5,11,4,4,0,0,0,35,38,<=50K
35,3,155961,11,9,4,7,3,2,0,0,0,35,22,<=50K
24,3,200973,15,10,4,0,1,4,0,0,0,40,38,<=50K
31,3,162572,9,13,2,3,0,4,1,0,0,40,38,<=50K
39,3,218916,14,15,0,3,1,4,1,0,0,50,38,<=50K
47,3,105381,11,9,0,11,1,4,0,0,0,40,38,<=50K
31,3,73796,15,10,6,3,4,4,0,0,0,30,38,<=50K
29,3,100563,11,9,4,13,3,2,1,0,0,40,38,<=50K
69,5,37745,8,11,2,11,0,4,1,0,0,8,38,<=50K
30,3,165503,9,13,4,11,3,4,0,0,0,65,38,<=50K
36,3,369843,11,9,2,7,0,4,1,0,0,50,38,<=50K
22,3,239612,11,9,4,0,3,4,1,0,0,20,38,<=50K
34,3,113530,9,13,2,3,0,4,1,0,0,40,38,<=50K
44,3,242619,15,10,2,6,0,4,1,0,0,40,38,<=50K
54,3,196975,11,9,0,9,2,4,1,0,0,45,38,<=50K
33,5,193246,11,9,4,3,1,4,1,0,0,55,9,<=50K
39,3,706180,9,13,0,11,4,4,0,0,0,40,38,<=50K
34,5,174463,8,11,4,4,1,4,1,0,0,50,38,<=50K
69,5,349022,11,9,2,11,0,4,1,0,0,33,38,<=50K
17,3,270587,1,7,4,7,3,4,1,0,0,20,8,<=50K
47,3,326857,8,11,2,2,0,4,1,5013,0,40,38,<=50K
31,3,198069,11,9,4,7,3,4,1,0,0,24,38,<=50K
18,3,135315,6,5,4,11,3,3,0,0,0,32,38,<=50K
46,1,172822,11,9,2,13,0,4,1,0,0,40,38,<=50K
48,3,119722,15,10,2,11,0,2,1,0,0,8,38,<=50K
18,3,335065,5,4,4,11,3,4,1,0,0,30,25,<=50K
44,1,409505,9,13,0,10,1,4,1,0,0,40,38,<=50K
36,3,133655,11,9,3,0,4,4,0,0,0,40,38,<=50K
35,3,289106,7,12,5,11,4,4,1,0,0,40,38,<=50K
35,3,54595,2,8,4,11,1,2,0,0,0,40,38,<=50K
62,3,225657,11,9,2,9,0,4,1,0,0,24,38,<=50K
28,5,282398,11,9,0,2,1,4,1,0,0,35,38,<=50K
23,3,204653,11,9,4,5,1,4,1,0,0,72,5,<=50K
26,3,208122,15,10,0,5,1,4,1,0,0,45,38,<=50K
63,5,420629,8,11,2,7,0,4,1,0,0,45,38,<=50K
36,0,192150,11,9,0,0,4,4,0,0,0,40,38,<=50K
54,3,311020,11,9,2,7,0,4,1,0,0,50,38,<=50K
23,3,565313,15,10,4,7,3,2,1,2202,0,80,38,<=50K
28,3,274964,11,9,2,2,0,4,1,0,0,38,38,<=50K
41,3,49654,11,9,0,0,4,4,0,0,0,52,38,<=50K
42,3,152889,0,6,2,2,0,4,1,0,0,45,38,<=50K
35,3,356838,15,10,2,12,0,4,1,2829,0,55,30,<=50K
18,3,123714,1,7,4,5,1,2,1,0,0,40,38,<=50K
28,3,163320,11,9,4,13,3,4,1,0,0,40,38,<=50K
80,5,26865,5,4,4,4,4,4,1,0,0,20,38,<=50K
38,0,161463,15,10,2,7,0,2,1,0,0,40,38,<=50K
24,3,437666,11,9,2,2,0,4,1,2885,0,50,38,<=50K
43,3,154538,7,12,0,2,1,4,1,0,0,40,38,<=50K
20,3,317443,15,10,4,0,3,2,0,0,0,15,38,<=50K
37,3,224541,15,10,2,13,0,4,1,0,0,40,38,<=50K
18,3,79990,1,7,4,9,3,4,1,0,0,35,38,<=50K
39,3,341672,8,11,2,12,0,1,1,0,0,40,29,<=50K
58,3,241056,15,10,0,0,4,4,0,0,0,46,38,<=50K
37,3,179671,11,9,0,2,1,4,1,0,0,40,38,<=50K
34,3,420749,11,9,2,2,0,4,1,0,0,30,10,<=50K
36,3,185360,11,9,2,11,0,4,1,0,0,60,38,<=50K
33,3,165814,11,9,2,7,0,2,1,0,0,40,38,<=50K
37,1,105266,15,10,2,13,0,4,1,0,0,40,38,<=50K
39,3,187167,15,10,0,3,1,4,0,0,0,40,38,<=50K
43,3,234220,11,9,0,6,3,4,0,0,0,40,4,<=50K
54,3,100933,11,9,4,0,4,4,0,0,0,40,38,<=50K
37,5,282461,15,10,2,3,0,4,1,0,0,60,38,<=50K
40,3,245529,7,12,0,9,1,4,0,0,0,40,38,<=50K
29,3,37933,2,8,3,7,1,2,0,0,0,40,38,<=50K
30,3,125279,11,9,3,11,4,4,1,0,0,40,38,<=50K
40,5,199303,9,13,2,9,0,4,1,0,0,40,38,<=50K
40,3,520586,15,10,0,0,4,4,0,0,0,39,38,<=50K
64,3,187601,15,10,6,0,1,4,0,0,0,40,38,<=50K
47,6,188386,12,14,5,9,1,4,1,0,0,38,38,<=50K
54,1,184620,12,14,0,9,1,4,0,0,0,40,38,<=50K
55,3,183884,11,9,0,2,1,4,1,0,0,45,38,<=50K
21,3,129980,6,5,4,13,3,4,1,0,0,40,38,<=50K
23,3,49296,11,9,4,5,2,2,1,0,0,40,38,<=50K
44,3,109339,1,7,0,6,4,3,0,0,0,46,32,<=50K
19,3,343200,15,10,4,11,3,4,0,0,0,25,38,<=50K
39,5,124090,6,5,2,2,0,4,1,0,0,40,38,<=50K
17,3,183066,0,6,4,7,3,4,0,0,0,40,38,<=50K
32,3,154571,15,10,4,7,2,1,1,0,0,40,38,<=50K
18,6,342852,11,9,4,0,3,4,1,0,0,40,38,<=50K
81,3,114670,6,5,6,8,1,2,0,2062,0,5,38,<=50K
21,3,195248,15,10,4,11,3,3,0,0,0,20,38,<=50K
20,3,164441,11,9,4,7,3,2,1,0,0,40,38,<=50K
26,3,416577,11,9,2,6,0,2,1,0,0,45,38,<=50K
53,3,274276,11,9,0,0,1,4,0,0,0,40,38,<=50K
19,3,204441,11,9,4,9,2,2,1,0,0,20,38,<=50K
20,3,432154,11,9,4,11,3,4,0,0,0,8,25,<=50K
26,3,109564,11,9,4,9,3,4,0,0,0,40,38,<=50K
55,3,239404,0,6,2,13,0,2,1,0,0,45,38,<=50K
63,3,64448,11,9,2,9,0,4,1,0,0,40,38,<=50K
31,3,369825,9,13,4,11,1,4,1,4101,0,50,38,<=50K
28,3,119793,9,13,4,11,1,4,1,0,0,40,38,<=50K
47,1,128401,10,16,4,9,4,4,0,0,0,40,38,<=50K
45,3,289468,1,7,6,7,4,4,0,0,0,40,38,<=50K
28,3,91299,8,11,4,0,1,1,0,0,0,45,38,<=50K
50,3,196193,12,14,3,9,2,4,1,0,0,60,38,<=50K
26,1,150226,9,13,4,9,3,4,0,0,0,35,38,<=50K
37,3,78928,6,5,2,7,0,4,1,3137,0,40,38,<=50K
42,5,217597,11,9,0,11,3,4,1,0,0,50,38,<=50K
45,3,358886,2,8,2,0,0,4,1,2407,0,50,38,<=50K
38,3,376025,5,4,2,4,0,4,1,0,0,40,38,<=50K
45,1,119199,7,12,0,9,4,4,0,0,0,48,38,<=50K
43,3,208613,9,13,5,12,1,4,1,0,0,40,38,<=50K
31,3,38223,9,13,4,11,3,4,1,0,0,45,38,<=50K
44,3,44006,8,11,0,13,1,4,1,0,0,40,38,<=50K
57,1,121111,11,9,0,0,4,4,0,0,0,40,38,<=50K
23,1,247731,11,9,0,0,3,4,0,0,0,40,4,<=50K
65,4,178771,11,9,2,3,0,4,1,0,0,40,38,<=50K
21,3,245572,6,5,4,7,3,0,1,0,0,40,38,<=50K
26,3,259505,15,10,4,7,3,4,1,0,0,40,38,<=50K
23,3,161874,15,10,4,3,3,2,1,0,0,40,38,<=50K
28,3,192569,11,9,4,9,3,2,1,0,0,40,38,<=50K
20,3,277700,13,1,4,7,3,4,1,0,0,32,38,<=50K
31,3,248653,3,2,4,5,1,4,1,0,0,37,25,<=50K
23,3,293091,11,9,4,11,3,4,1,0,0,30,38,<=50K
28,3,210867,1,7,0,11,3,4,1,0,0,40,38,<=50K
51,5,313702,11,9,4,11,1,4,1,0,0,40,38,<=50K
20,3,324469,15,10,4,6,1,4,0,0,0,40,38,<=50K
18,3,327612,0,6,4,7,3,4,0,0,0,20,38,<=50K
52,0,312500,8,11,0,4,1,4,0,0,0,40,38,<=50K
40,6,31627,9,13,2,3,5,4,0,0,0,20,38,<=50K
34,3,179378,11,9,2,3,5,2,0,0,0,40,38,<=50K
38,3,35429,11,9,2,5,0,4,1,0,2042,40,38,<=50K
17,3,96282,0,6,4,7,3,4,1,0,0,14,38,<=50K
40,6,141583,15,10,0,0,4,2,0,0,0,35,38,<=50K
62,3,174201,6,5,6,7,4,2,0,0,0,25,38,<=50K
31,1,137537,9,13,0,9,4,4,0,0,0,40,38,<=50K
35,3,63509,8,11,2,2,0,4,1,0,0,50,38,<=50K
32,3,128016,11,9,3,7,4,4,0,0,0,20,38,<=50K
21,6,39236,15,10,4,9,1,4,0,0,0,8,38,<=50K
24,3,204172,11,9,4,5,3,4,0,0,0,48,38,<=50K
50,3,104729,11,9,0,6,2,4,0,0,0,48,38,<=50K
18,3,187770,11,9,4,5,3,4,1,0,0,30,38,<=50K
33,5,195891,15,10,2,3,0,4,1,0,0,45,38,<=50K
31,3,159979,15,10,4,11,1,1,0,0,0,50,38,<=50K
63,1,147440,15,10,0,3,1,4,0,0,0,35,38,<=50K
64,1,199298,4,3,0,7,1,4,0,0,0,45,38,<=50K
23,3,256278,5,4,2,5,2,3,0,0,0,30,7,<=50K
44,3,231348,15,10,0,11,1,4,1,0,0,40,38,<=50K
32,3,205390,11,9,2,11,0,4,1,0,0,49,38,<=50K
26,3,112847,11,9,4,5,1,4,1,0,0,40,38,<=50K
35,3,108946,11,9,0,12,4,4,0,0,0,40,38,<=50K
47,3,168211,11,9,2,2,0,4,1,0,0,44,38,<=50K
55,5,147098,6,5,2,2,0,4,1,0,0,50,38,<=50K
27,3,37754,15,10,2,4,0,4,1,0,0,80,38,<=50K
28,3,61487,11,9,4,9,4,2,1,0,0,40,38,<=50K
32,3,176253,15,10,0,3,1,2,1,0,0,40,38,<=50K
63,3,114011,11,9,5,2,1,4,0,0,0,20,38,<=50K
33,3,174201,11,9,4,5,3,4,1,0,0,40,38,<=50K
51,3,87205,9,13,0,9,4,4,0,0,0,55,8,<=50K
29,5,183151,11,9,2,13,0,4,1,0,0,48,38,<=50K
25,3,185952,12,14,4,9,1,4,1,0,0,30,38,<=50K
30,3,176175,8,11,0,0,4,4,0,0,0,24,38,<=50K
30,3,310889,15,10,4,5,1,4,1,0,0,55,38,<=50K
52,5,63004,12,14,2,3,0,1,1,0,0,40,29,<=50K
40,3,238329,9,13,4,11,1,4,0,0,0,45,38,<=50K
18,3,309634,1,7,4,7,3,4,0,0,0,22,38,<=50K
65,3,113323,7,12,2,3,0,4,1,3818,0,40,38,<=50K
41,3,291965,15,10,4,12,4,1,0,0,0,40,29,<=50K
31,3,197689,11,9,4,7,1,2,0,0,0,38,38,<=50K
69,3,473040,4,3,0,9,1,4,1,0,0,40,38,<=50K
27,3,501172,4,3,2,13,0,4,1,0,0,40,25,<=50K
34,1,220066,12,14,4,9,1,4,0,0,0,50,38,<=50K
19,3,198943,15,10,4,7,3,4,0,0,0,35,38,<=50K
26,3,214069,11,9,5,4,1,4,1,0,0,40,38,<=50K
34,3,37380,11,9,3,6,4,4,0,0,0,40,38,<=50K
35,3,98389,15,10,4,9,4,4,1,0,0,10,38,<=50K
34,3,127610,9,13,4,9,3,4,0,0,0,15,38,<=50K
37,1,108540,11,9,2,2,0,4,1,0,0,40,38,<=50K
32,3,210562,11,9,2,6,0,4,1,0,0,40,38,<=50K
17,3,275051,1,7,4,0,3,4,0,0,0,8,38,<=50K
61,3,253101,9,13,0,9,1,4,0,0,0,24,38,<=50K
46,6,327786,8,11,0,12,1,4,0,3325,0,42,38,<=50K
35,5,335704,15,10,2,3,0,4,1,0,0,40,38,<=50K
22,3,113550,11,9,4,0,3,4,0,0,0,40,38,<=50K
43,3,108945,15,10,0,9,4,4,0,0,0,38,38,<=50K
20,3,211968,15,10,4,9,3,4,0,0,0,15,38,<=50K
22,3,184813,15,10,4,0,3,4,1,0,0,40,38,<=50K
26,1,27834,9,13,4,10,1,4,1,0,0,40,38,<=50K
28,3,210765,11,9,4,2,3,4,1,0,0,40,38,<=50K
37,3,162424,11,9,2,2,0,4,1,0,0,45,38,<=50K
28,3,369114,11,9,5,11,2,4,0,0,0,40,38,<=50K
24,3,189749,1,7,2,2,0,4,1,0,0,40,38,<=50K
23,3,162945,5,4,4,7,3,4,1,0,0,35,38,<=50K
44,3,138966,11,9,2,0,5,4,0,0,0,38,38,<=50K
41,3,39581,15,10,0,0,1,2,0,0,0,24,7,<=50K
32,1,84119,11,9,2,2,0,4,1,0,0,40,38,<=50K
46,3,83064,15,10,2,6,0,4,1,0,0,40,38,<=50K
59,3,192130,11,9,2,9,0,4,1,0,0,16,38,<=50K
19,3,263338,11,9,4,5,3,4,1,0,0,20,38,<=50K
53,3,123092,11,9,6,6,1,4,0,0,0,40,38,<=50K
26,3,280093,15,10,4,5,3,4,1,0,0,40,38,<=50K
57,3,194850,15,10,2,7,0,3,1,0,0,40,25,<=50K
20,1,194630,15,10,4,7,1,4,1,0,0,40,38,<=50K
46,6,312015,11,9,4,7,1,2,0,0,0,40,38,<=50K
39,1,256997,9,13,2,2,0,4,1,0,0,40,38,<=50K
19,3,120251,11,9,4,0,3,4,0,0,0,14,38,<=50K
53,3,479621,8,11,0,12,1,2,1,0,0,40,38,<=50K
26,3,181666,7,12,2,0,3,4,0,0,0,40,38,<=50K
19,3,219867,11,9,4,0,2,4,0,0,0,35,38,<=50K
27,3,163127,8,11,2,0,5,4,0,0,0,35,38,<=50K
33,3,159888,11,9,2,13,0,4,1,0,0,40,38,<=50K
50,3,55527,7,12,0,2,1,2,1,0,0,45,38,<=50K
45,5,160962,15,10,4,11,3,4,0,0,0,35,38,<=50K
40,3,167919,11,9,2,2,0,4,1,0,0,40,38,<=50K
32,3,103608,9,13,2,5,0,1,1,0,0,40,38,<=50K
51,3,229272,11,9,0,7,2,2,1,0,0,32,13,<=50K
42,3,179524,9,13,5,7,1,4,0,0,0,50,38,<=50K
43,6,30824,15,10,0,0,1,4,0,0,0,40,38,<=50K
27,5,365110,9,13,4,9,1,4,0,0,0,20,38,<=50K
49,3,114648,2,8,0,9,2,2,1,0,0,40,38,<=50K
23,3,76432,15,10,4,0,1,4,0,0,0,40,38,<=50K
47,3,103757,7,12,2,2,0,4,1,0,0,40,38,<=50K
25,3,190418,15,10,4,7,3,4,1,0,0,30,1,<=50K
47,3,110669,9,13,5,9,4,4,0,0,0,50,38,<=50K
61,3,124242,11,9,2,10,0,2,1,0,0,40,18,<=50K
35,3,285020,11,9,4,2,1,4,1,0,0,40,38,<=50K
22,3,50136,4,3,2,7,0,4,1,0,0,40,7,<=50K
51,1,175750,11,9,0,13,4,2,1,0,0,40,38,<=50K
35,3,301862,11,9,2,6,0,4,1,0,0,40,38,<=50K
33,3,144064,9,13,2,3,0,4,1,0,0,50,38,<=50K
21,3,400635,15,10,4,7,1,4,0,0,0,20,38,<=50K
28,3,375482,9,13,4,11,1,4,1,0,0,40,38,<=50K
17,3,181580,1,7,4,7,3,4,0,0,0,16,38,<=50K
21,6,24008,15,10,4,2,3,4,1,0,0,35,38,<=50K
26,3,154966,15,10,2,2,0,4,1,0,0,40,32,<=50K
32,3,339482,4,3,5,4,2,4,1,0,0,60,25,<=50K
44,3,159911,5,4,2,7,5,4,0,0,0,55,38,<=50K
48,3,164964,11,9,2,6,0,4,1,0,0,40,38,<=50K
41,3,185267,9,13,2,9,0,4,1,0,0,40,38,<=50K
22,3,142566,11,9,4,11,1,4,1,0,0,40,38,<=50K
59,3,167963,11,9,4,0,4,4,1,0,0,40,38,<=50K
35,3,204621,7,12,0,7,3,4,0,0,0,40,38,<=50K
42,1,246862,15,10,0,12,1,4,0,3325,0,40,38,<=50K
39,6,318918,9,13,2,3,0,4,1,0,0,40,38,<=50K
28,3,33798,8,11,2,6,0,4,1,0,0,40,38,<=50K
64,3,148606,0,6,5,7,1,4,0,0,0,35,38,<=50K
41,3,147314,11,9,2,11,0,0,1,0,0,50,38,<=50K
28,0,56651,9,13,4,9,3,2,0,0,0,40,38,<=50K
48,5,309895,15,10,0,5,3,4,0,0,0,40,38,<=50K
29,3,202878,5,4,2,4,0,4,1,0,2042,40,38,<=50K
33,3,203488,15,10,4,3,3,4,1,0,0,45,38,<=50K
43,1,155106,8,11,2,3,0,4,1,0,0,40,38,<=50K
18,3,32244,1,7,4,5,3,4,1,594,0,30,38,<=50K
43,5,187322,11,9,0,7,4,4,1,0,0,45,38,<=50K
46,0,46537,12,14,4,9,1,4,0,0,0,40,38,<=50K
30,3,91145,11,9,4,5,4,4,1,0,0,55,38,<=50K
25,3,106889,11,9,2,0,5,4,0,0,0,30,38,<=50K
72,3,53684,15,10,2,10,0,2,1,0,0,40,38,<=50K
33,1,242150,8,11,2,12,0,4,1,0,0,50,38,<=50K
52,3,196894,1,7,5,5,4,4,1,0,0,40,38,<=50K
46,3,325372,15,10,2,3,0,4,1,0,0,40,38,<=50K
39,3,168894,9,13,0,0,4,4,0,0,0,20,38,<=50K
28,3,274679,12,14,4,9,1,4,1,0,0,50,38,<=50K
19,3,25429,2,8,4,7,3,4,0,0,0,20,38,<=50K
45,3,131826,15,10,2,5,0,4,1,0,0,40,38,<=50K
68,5,198554,15,10,0,13,1,4,0,0,0,20,38,<=50K
25,3,243786,9,13,4,7,1,4,0,0,0,37,38,<=50K
24,3,206861,9,13,4,0,3,4,1,0,0,40,38,<=50K
46,3,101455,11,9,2,0,5,4,0,0,0,40,38,<=50K
23,3,376383,11,9,4,7,4,4,1,0,0,35,25,<=50K
52,6,314627,12,14,0,9,1,1,0,0,0,40,38,<=50K
45,5,183710,6,5,2,4,0,4,1,0,0,40,38,<=50K
25,3,302465,2,8,4,6,1,4,1,0,1741,40,38,<=50K
36,3,216256,11,9,2,9,0,4,1,3464,0,30,38,<=50K
26,1,80485,9,13,4,9,1,4,0,0,0,38,38,<=50K
19,3,119234,15,10,4,9,2,4,0,0,0,15,38,<=50K
17,3,806316,1,7,4,9,3,4,0,0,0,20,38,<=50K
17,3,277583,1,7,4,5,3,4,1,0,0,15,38,<=50K
47,1,203067,9,13,0,9,1,4,1,0,0,50,38,<=50K
32,3,313729,11,9,2,0,0,4,1,0,0,40,38,<=50K
38,1,177305,9,13,2,9,0,4,1,0,0,38,38,<=50K
19,3,231962,11,9,4,7,4,4,1,0,0,40,38,<=50K
36,3,124818,11,9,2,6,0,4,1,0,0,40,38,<=50K
53,3,191025,15,10,0,0,1,4,0,0,0,43,38,<=50K
41,3,204682,11,9,0,2,4,4,1,2174,0,40,23,<=50K
22,3,50058,15,10,4,0,1,4,0,0,0,35,38,<=50K
39,3,191103,11,9,4,7,1,4,1,0,0,40,38,<=50K
25,6,156848,11,9,2,10,3,4,1,0,0,35,38,<=50K
30,3,227886,11,9,4,3,3,2,0,0,0,35,22,<=50K
29,3,208406,11,9,4,9,1,4,1,0,0,35,38,<=50K
35,3,30529,11,9,4,0,1,4,1,0,0,40,38,<=50K
35,3,144322,7,12,0,3,1,4,0,0,0,50,38,<=50K
29,3,107998,11,9,0,6,3,4,0,0,0,40,38,<=50K
43,3,168071,11,9,2,3,0,4,1,0,0,44,38,<=50K
39,0,103984,9,13,0,3,4,2,0,0,0,40,38,<=50K
31,3,101697,8,11,2,9,5,4,0,0,0,40,38,<=50K
39,3,114079,7,12,4,2,1,4,1,0,0,40,38,<=50K
54,3,28683,11,9,2,11,0,4,1,3464,0,40,38,<=50K
41,3,176452,11,9,2,12,0,4,1,0,0,40,28,<=50K
23,3,203924,9,13,4,9,1,4,1,0,0,50,38,<=50K
22,3,196280,15,10,4,9,3,4,0,0,0,20,38,<=50K
47,5,107231,7,12,2,2,0,4,1,0,1672,65,38,<=50K
25,3,176836,15,10,4,3,1,4,0,0,0,60,38,<=50K
29,3,265638,15,10,4,7,4,2,0,0,0,40,38,<=50K
32,3,199529,15,10,5,12,1,0,1,0,1980,40,38,<=50K
19,5,206599,15,10,4,7,3,4,0,0,0,22,38,<=50K
68,3,133758,5,4,6,9,1,2,1,0,0,10,38,<=50K
40,3,83859,11,9,6,6,3,4,0,0,0,30,38,<=50K
26,3,216010,11,9,5,3,3,4,0,0,0,40,38,<=50K
38,3,179314,11,9,2,5,0,4,1,0,0,40,38,<=50K
35,3,200445,11,9,4,6,3,4,1,0,1974,40,38,<=50K
22,3,120518,11,9,6,0,3,4,0,0,0,40,38,<=50K
47,3,163814,0,6,2,2,0,4,1,0,0,40,38,<=50K
29,3,135296,8,11,4,0,3,4,0,0,0,40,38,<=50K
34,3,456399,7,12,4,9,1,4,1,0,0,40,38,<=50K
55,3,190514,5,4,2,0,0,4,1,0,0,75,38,<=50K
36,3,188834,11,9,2,2,0,4,1,0,0,40,38,<=50K
32,3,281540,15,10,2,12,0,4,1,0,0,50,38,<=50K
18,3,115215,11,9,4,7,3,4,1,0,0,25,38,<=50K
32,3,194981,11,9,2,12,5,4,0,0,0,36,38,<=50K
39,3,70240,15,10,2,11,5,1,0,0,0,40,29,<=50K
53,3,107123,11,9,0,7,1,2,1,0,0,40,38,<=50K
50,3,121411,2,8,0,13,1,4,1,0,0,40,38,<=50K
19,3,184710,15,10,4,12,3,4,1,0,0,30,38,<=50K
32,3,152940,7,12,4,0,3,4,1,0,0,30,38,<=50K
59,3,96459,1,7,4,6,1,4,1,0,0,40,38,<=50K
42,5,27661,9,13,2,11,0,4,1,0,0,45,38,<=50K
46,3,198774,12,14,0,3,4,4,0,0,323,45,38,<=50K
42,3,166740,9,13,0,9,1,4,1,0,0,40,38,<=50K
28,3,103389,12,14,0,11,3,4,0,0,0,40,38,<=50K
90,3,250832,0,6,2,3,0,4,1,0,0,40,38,<=50K
32,3,235124,8,11,0,9,1,4,1,0,0,40,38,<=50K
23,3,145111,11,9,4,13,4,4,1,0,0,50,38,<=50K
33,1,70164,9,13,4,9,1,0,1,0,0,60,38,<=50K
55,3,139843,11,9,0,3,1,4,0,0,0,60,38,<=50K
20,3,194096,15,10,4,9,3,4,0,0,0,40,38,<=50K
30,3,221043,11,9,2,2,0,4,1,0,0,35,38,<=50K
41,1,51111,9,13,6,0,1,4,0,0,0,40,38,<=50K
39,3,115418,15,10,4,0,3,4,0,2174,0,45,38,<=50K
